Paso,Valor
0,1.0
1,1.1
2,1.0
3,0.9090909090909091
4,0.8264462809917354
5,0.7513148009015777
6,0.8264462809917354
7,0.9090909090909091
8,0.8264462809917354
9,0.9090909090909091
10,0.8264462809917354
11,0.7513148009015777
12,0.6830134553650705
13,0.7513148009015777
14,0.8264462809917354
15,0.9090909090909091
16,0.8264462809917354
17,0.9090909090909091
18,1.0
19,1.1
20,1.0
21,1.1
22,1.2100000000000002
23,1.1
24,1.0
25,1.1
26,1.2100000000000002
27,1.1
28,1.0
29,1.1
30,1.0
31,1.1
32,1.2100000000000002
33,1.3310000000000004
34,1.4641000000000006
35,1.3310000000000006
36,1.4641000000000008
37,1.3310000000000006
38,1.4641000000000008
39,1.610510000000001
40,1.4641000000000008
41,1.610510000000001
42,1.4641000000000008
43,1.3310000000000006
44,1.2100000000000006
45,1.3310000000000008
46,1.2100000000000006
47,1.1000000000000005
48,1.2100000000000006
49,1.3310000000000008
50,1.2100000000000006
51,1.3310000000000008
52,1.464100000000001
53,1.6105100000000012
54,1.464100000000001
55,1.6105100000000012
56,1.464100000000001
57,1.6105100000000012
58,1.7715610000000015
59,1.6105100000000012
60,1.464100000000001
61,1.3310000000000008
62,1.464100000000001
63,1.6105100000000012
64,1.464100000000001
65,1.6105100000000012
66,1.464100000000001
67,1.3310000000000008
68,1.2100000000000006
69,1.3310000000000008
70,1.464100000000001
71,1.3310000000000008
72,1.2100000000000006
73,1.1000000000000005
74,1.2100000000000006
75,1.1000000000000005
76,1.2100000000000006
77,1.1000000000000005
78,1.2100000000000006
79,1.3310000000000008
80,1.2100000000000006
81,1.3310000000000008
82,1.2100000000000006
83,1.1000000000000005
84,1.0000000000000004
85,1.1000000000000005
86,1.0000000000000004
87,0.9090909090909095
88,1.0000000000000004
89,1.1000000000000005
90,1.2100000000000006
91,1.1000000000000005
92,1.2100000000000006
93,1.3310000000000008
94,1.2100000000000006
95,1.1000000000000005
96,1.2100000000000006
97,1.1000000000000005
98,1.0000000000000004
99,0.9090909090909095
