Paso,Valor
0,1.0
1,1.1
2,1.2100000000000002
3,1.1
4,1.0
5,0.9090909090909091
6,1.0
7,1.1
8,1.0
9,0.9090909090909091
10,1.0
11,0.9090909090909091
12,1.0
13,1.1
14,1.0
15,0.9090909090909091
16,1.0
17,1.1
18,1.0
19,1.1
20,1.2100000000000002
21,1.1
22,1.2100000000000002
23,1.1
24,1.0
25,1.1
26,1.0
27,1.1
28,1.2100000000000002
29,1.3310000000000004
30,1.4641000000000006
31,1.6105100000000008
32,1.4641000000000006
33,1.6105100000000008
34,1.771561000000001
35,1.9487171000000014
36,1.7715610000000013
37,1.9487171000000016
38,2.143588810000002
39,1.9487171000000019
40,2.143588810000002
41,1.9487171000000019
42,2.143588810000002
43,2.3579476910000023
44,2.5937424601000028
45,2.3579476910000023
46,2.5937424601000028
47,2.8531167061100033
48,2.5937424601000028
49,2.8531167061100033
50,2.5937424601000028
51,2.8531167061100033
52,3.138428376721004
53,2.8531167061100033
54,3.138428376721004
55,2.8531167061100033
56,3.138428376721004
57,2.8531167061100033
58,3.138428376721004
59,2.8531167061100033
60,2.5937424601000028
61,2.8531167061100033
62,2.5937424601000028
63,2.3579476910000023
64,2.5937424601000028
65,2.8531167061100033
66,3.138428376721004
67,2.8531167061100033
68,3.138428376721004
69,3.4522712143931047
70,3.138428376721004
71,3.4522712143931047
72,3.138428376721004
73,2.8531167061100033
74,3.138428376721004
75,3.4522712143931047
76,3.138428376721004
77,2.8531167061100033
78,3.138428376721004
79,2.8531167061100033
80,2.5937424601000028
81,2.8531167061100033
82,2.5937424601000028
83,2.3579476910000023
84,2.143588810000002
85,2.3579476910000023
86,2.143588810000002
87,1.9487171000000019
88,2.143588810000002
89,1.9487171000000019
90,1.7715610000000017
91,1.6105100000000014
92,1.4641000000000013
93,1.331000000000001
94,1.2100000000000009
95,1.1000000000000008
96,1.2100000000000009
97,1.1000000000000008
98,1.2100000000000009
99,1.1000000000000008
