Paso,Valor
0,1.0
1,0.9090909090909091
2,0.8264462809917354
3,0.9090909090909091
4,1.0
5,1.1
6,1.0
7,1.1
8,1.2100000000000002
9,1.3310000000000004
10,1.2100000000000004
11,1.3310000000000006
12,1.2100000000000006
13,1.3310000000000008
14,1.464100000000001
15,1.3310000000000008
16,1.2100000000000006
17,1.1000000000000005
18,1.0000000000000004
19,1.1000000000000005
20,1.2100000000000006
21,1.3310000000000008
22,1.2100000000000006
23,1.1000000000000005
24,1.2100000000000006
25,1.3310000000000008
26,1.464100000000001
27,1.6105100000000012
28,1.464100000000001
29,1.3310000000000008
30,1.2100000000000006
31,1.1000000000000005
32,1.2100000000000006
33,1.3310000000000008
34,1.2100000000000006
35,1.3310000000000008
36,1.2100000000000006
37,1.3310000000000008
38,1.2100000000000006
39,1.1000000000000005
40,1.0000000000000004
41,1.1000000000000005
42,1.0000000000000004
43,1.1000000000000005
44,1.2100000000000006
45,1.3310000000000008
46,1.2100000000000006
47,1.3310000000000008
48,1.2100000000000006
49,1.3310000000000008
50,1.2100000000000006
51,1.3310000000000008
52,1.464100000000001
53,1.3310000000000008
54,1.464100000000001
55,1.3310000000000008
56,1.464100000000001
57,1.6105100000000012
58,1.464100000000001
59,1.3310000000000008
60,1.464100000000001
61,1.6105100000000012
62,1.7715610000000015
63,1.6105100000000012
64,1.464100000000001
65,1.6105100000000012
66,1.7715610000000015
67,1.9487171000000019
68,1.7715610000000017
69,1.948717100000002
70,2.1435888100000025
71,2.357947691000003
72,2.1435888100000025
73,1.948717100000002
74,2.1435888100000025
75,1.948717100000002
76,2.1435888100000025
77,2.357947691000003
78,2.1435888100000025
79,2.357947691000003
80,2.1435888100000025
81,2.357947691000003
82,2.1435888100000025
83,2.357947691000003
84,2.1435888100000025
85,2.357947691000003
86,2.593742460100003
87,2.853116706110004
88,2.593742460100003
89,2.357947691000003
90,2.593742460100003
91,2.357947691000003
92,2.593742460100003
93,2.853116706110004
94,2.593742460100003
95,2.853116706110004
96,3.1384283767210044
97,3.452271214393105
98,3.1384283767210044
99,2.853116706110004
