Paso,Valor
0,1.0
1,0.9090909090909091
2,1.0
3,1.1
4,1.2100000000000002
5,1.1
6,1.0
7,1.1
8,1.0
9,1.1
10,1.2100000000000002
11,1.1
12,1.0
13,0.9090909090909091
14,0.8264462809917354
15,0.7513148009015777
16,0.8264462809917354
17,0.7513148009015777
18,0.6830134553650705
19,0.7513148009015777
20,0.8264462809917354
21,0.7513148009015777
22,0.6830134553650705
23,0.7513148009015777
24,0.6830134553650705
25,0.7513148009015777
26,0.8264462809917354
27,0.9090909090909091
28,0.8264462809917354
29,0.7513148009015777
30,0.8264462809917354
31,0.9090909090909091
32,1.0
33,1.1
34,1.0
35,1.1
36,1.0
37,0.9090909090909091
38,1.0
39,0.9090909090909091
40,0.8264462809917354
41,0.9090909090909091
42,0.8264462809917354
43,0.7513148009015777
44,0.8264462809917354
45,0.7513148009015777
46,0.8264462809917354
47,0.7513148009015777
48,0.8264462809917354
49,0.9090909090909091
50,0.8264462809917354
51,0.9090909090909091
52,0.8264462809917354
53,0.9090909090909091
54,0.8264462809917354
55,0.7513148009015777
56,0.6830134553650705
57,0.620921323059155
58,0.5644739300537773
59,0.5131581182307067
60,0.4665073802097333
61,0.42409761837248483
62,0.38554328942953164
63,0.42409761837248483
64,0.38554328942953164
65,0.42409761837248483
66,0.38554328942953164
67,0.42409761837248483
68,0.46650738020973337
69,0.4240976183724849
70,0.3855432894295317
71,0.3504938994813924
72,0.3855432894295317
73,0.4240976183724849
74,0.3855432894295317
75,0.4240976183724849
76,0.3855432894295317
77,0.4240976183724849
78,0.3855432894295317
79,0.4240976183724849
80,0.3855432894295317
81,0.4240976183724849
82,0.3855432894295317
83,0.3504938994813924
84,0.3855432894295317
85,0.4240976183724849
86,0.3855432894295317
87,0.3504938994813924
88,0.31863081771035673
89,0.2896643797366879
90,0.31863081771035673
91,0.3504938994813924
92,0.3855432894295317
93,0.3504938994813924
94,0.3855432894295317
95,0.3504938994813924
96,0.3855432894295317
97,0.3504938994813924
98,0.3855432894295317
99,0.3504938994813924
