Paso,Valor
0,1.0
1,0.9090909090909091
2,1.0
3,1.1
4,1.0
5,1.1
6,1.0
7,0.9090909090909091
8,1.0
9,1.1
10,1.0
11,1.1
12,1.0
13,0.9090909090909091
14,0.8264462809917354
15,0.9090909090909091
16,0.8264462809917354
17,0.7513148009015777
18,0.8264462809917354
19,0.7513148009015777
20,0.6830134553650705
21,0.7513148009015777
22,0.8264462809917354
23,0.7513148009015777
24,0.8264462809917354
25,0.9090909090909091
26,1.0
27,1.1
28,1.2100000000000002
29,1.3310000000000004
30,1.2100000000000004
31,1.1000000000000003
32,1.0000000000000002
33,1.1000000000000003
34,1.2100000000000004
35,1.1000000000000003
36,1.0000000000000002
37,1.1000000000000003
38,1.2100000000000004
39,1.1000000000000003
40,1.2100000000000004
41,1.3310000000000006
42,1.2100000000000006
43,1.1000000000000005
44,1.2100000000000006
45,1.1000000000000005
46,1.2100000000000006
47,1.3310000000000008
48,1.2100000000000006
49,1.3310000000000008
50,1.464100000000001
51,1.3310000000000008
52,1.464100000000001
53,1.3310000000000008
54,1.2100000000000006
55,1.1000000000000005
56,1.2100000000000006
57,1.3310000000000008
58,1.464100000000001
59,1.3310000000000008
60,1.2100000000000006
61,1.1000000000000005
62,1.2100000000000006
63,1.1000000000000005
64,1.0000000000000004
65,1.1000000000000005
66,1.2100000000000006
67,1.1000000000000005
68,1.2100000000000006
69,1.3310000000000008
70,1.464100000000001
71,1.3310000000000008
72,1.464100000000001
73,1.3310000000000008
74,1.464100000000001
75,1.3310000000000008
76,1.464100000000001
77,1.3310000000000008
78,1.2100000000000006
79,1.1000000000000005
80,1.2100000000000006
81,1.1000000000000005
82,1.0000000000000004
83,0.9090909090909095
84,0.8264462809917359
85,0.7513148009015781
86,0.683013455365071
87,0.7513148009015781
88,0.683013455365071
89,0.7513148009015781
90,0.683013455365071
91,0.7513148009015781
92,0.826446280991736
93,0.7513148009015782
94,0.6830134553650711
95,0.6209213230591555
96,0.6830134553650711
97,0.7513148009015782
98,0.8264462809917361
99,0.7513148009015783
