Paso,Valor
0,1.0
1,0.9090909090909091
2,0.8264462809917354
3,0.9090909090909091
4,0.8264462809917354
5,0.7513148009015777
6,0.8264462809917354
7,0.9090909090909091
8,1.0
9,1.1
10,1.2100000000000002
11,1.3310000000000004
12,1.2100000000000004
13,1.3310000000000006
14,1.4641000000000008
15,1.610510000000001
16,1.7715610000000013
17,1.9487171000000016
18,2.143588810000002
19,1.9487171000000019
20,1.7715610000000017
21,1.948717100000002
22,2.1435888100000025
23,2.357947691000003
24,2.593742460100003
25,2.853116706110004
26,2.593742460100003
27,2.853116706110004
28,2.593742460100003
29,2.357947691000003
30,2.1435888100000025
31,2.357947691000003
32,2.593742460100003
33,2.357947691000003
34,2.1435888100000025
35,1.948717100000002
36,1.771561000000002
37,1.9487171000000023
38,2.143588810000003
39,1.9487171000000025
40,1.7715610000000022
41,1.9487171000000025
42,1.7715610000000022
43,1.6105100000000019
44,1.4641000000000017
45,1.3310000000000015
46,1.4641000000000017
47,1.3310000000000015
48,1.4641000000000017
49,1.610510000000002
50,1.464100000000002
51,1.6105100000000023
52,1.7715610000000026
53,1.6105100000000023
54,1.7715610000000026
55,1.6105100000000023
56,1.7715610000000026
57,1.6105100000000023
58,1.7715610000000026
59,1.6105100000000023
60,1.4641000000000022
61,1.6105100000000026
62,1.4641000000000022
63,1.6105100000000026
64,1.4641000000000022
65,1.331000000000002
66,1.4641000000000022
67,1.6105100000000026
68,1.771561000000003
69,1.9487171000000034
70,1.771561000000003
71,1.6105100000000028
72,1.7715610000000033
73,1.610510000000003
74,1.7715610000000035
75,1.6105100000000032
76,1.4641000000000028
77,1.3310000000000026
78,1.2100000000000024
79,1.100000000000002
80,1.0000000000000018
81,1.100000000000002
82,1.0000000000000018
83,1.100000000000002
84,1.2100000000000024
85,1.100000000000002
86,1.2100000000000024
87,1.100000000000002
88,1.2100000000000024
89,1.3310000000000028
90,1.4641000000000033
91,1.3310000000000028
92,1.4641000000000033
93,1.6105100000000037
94,1.7715610000000042
95,1.6105100000000037
96,1.7715610000000042
97,1.6105100000000037
98,1.4641000000000033
99,1.6105100000000037
