Paso,Valor
0,1.0
1,1.1
2,1.0
3,1.1
4,1.0
5,0.9090909090909091
6,1.0
7,0.9090909090909091
8,0.8264462809917354
9,0.9090909090909091
10,0.8264462809917354
11,0.9090909090909091
12,1.0
13,1.1
14,1.0
15,1.1
16,1.2100000000000002
17,1.3310000000000004
18,1.2100000000000004
19,1.1000000000000003
20,1.2100000000000004
21,1.1000000000000003
22,1.0000000000000002
23,1.1000000000000003
24,1.0000000000000002
25,1.1000000000000003
26,1.2100000000000004
27,1.3310000000000006
28,1.2100000000000006
29,1.1000000000000005
30,1.2100000000000006
31,1.1000000000000005
32,1.2100000000000006
33,1.3310000000000008
34,1.464100000000001
35,1.6105100000000012
36,1.7715610000000015
37,1.9487171000000019
38,1.7715610000000017
39,1.948717100000002
40,1.771561000000002
41,1.6105100000000017
42,1.4641000000000015
43,1.6105100000000019
44,1.4641000000000017
45,1.610510000000002
46,1.7715610000000024
47,1.610510000000002
48,1.7715610000000024
49,1.9487171000000028
50,2.1435888100000033
51,2.3579476910000037
52,2.1435888100000033
53,1.948717100000003
54,1.7715610000000026
55,1.6105100000000023
56,1.4641000000000022
57,1.6105100000000026
58,1.771561000000003
59,1.9487171000000034
60,1.771561000000003
61,1.9487171000000034
62,2.143588810000004
63,1.9487171000000034
64,1.771561000000003
65,1.6105100000000028
66,1.4641000000000024
67,1.6105100000000028
68,1.4641000000000024
69,1.6105100000000028
70,1.4641000000000024
71,1.3310000000000022
72,1.4641000000000026
73,1.610510000000003
74,1.4641000000000026
75,1.3310000000000024
76,1.4641000000000028
77,1.6105100000000032
78,1.4641000000000028
79,1.6105100000000032
80,1.7715610000000037
81,1.9487171000000043
82,1.771561000000004
83,1.6105100000000034
84,1.771561000000004
85,1.9487171000000045
86,2.143588810000005
87,2.357947691000006
88,2.143588810000005
89,2.357947691000006
90,2.5937424601000068
91,2.357947691000006
92,2.5937424601000068
93,2.357947691000006
94,2.143588810000005
95,1.9487171000000045
96,2.143588810000005
97,1.9487171000000045
98,2.143588810000005
99,1.9487171000000045
