Paso,Valor
0,1.0
1,0.9090909090909091
2,1.0
3,1.1
4,1.2100000000000002
5,1.1
6,1.2100000000000002
7,1.1
8,1.0
9,1.1
10,1.0
11,0.9090909090909091
12,1.0
13,0.9090909090909091
14,0.8264462809917354
15,0.9090909090909091
16,0.8264462809917354
17,0.9090909090909091
18,1.0
19,0.9090909090909091
20,0.8264462809917354
21,0.9090909090909091
22,1.0
23,0.9090909090909091
24,0.8264462809917354
25,0.9090909090909091
26,0.8264462809917354
27,0.7513148009015777
28,0.8264462809917354
29,0.9090909090909091
30,1.0
31,0.9090909090909091
32,1.0
33,0.9090909090909091
34,1.0
35,0.9090909090909091
36,0.8264462809917354
37,0.9090909090909091
38,1.0
39,0.9090909090909091
40,1.0
41,1.1
42,1.0
43,0.9090909090909091
44,0.8264462809917354
45,0.9090909090909091
46,1.0
47,1.1
48,1.0
49,1.1
50,1.2100000000000002
51,1.1
52,1.2100000000000002
53,1.3310000000000004
54,1.4641000000000006
55,1.3310000000000006
56,1.2100000000000006
57,1.1000000000000005
58,1.0000000000000004
59,0.9090909090909095
60,0.8264462809917359
61,0.9090909090909095
62,0.8264462809917359
63,0.9090909090909095
64,1.0000000000000004
65,0.9090909090909095
66,1.0000000000000004
67,1.1000000000000005
68,1.0000000000000004
69,1.1000000000000005
70,1.0000000000000004
71,0.9090909090909095
72,0.8264462809917359
73,0.7513148009015781
74,0.683013455365071
75,0.6209213230591554
76,0.683013455365071
77,0.6209213230591554
78,0.683013455365071
79,0.7513148009015781
80,0.683013455365071
81,0.7513148009015781
82,0.826446280991736
83,0.9090909090909097
84,0.8264462809917361
85,0.9090909090909098
86,0.8264462809917362
87,0.90909090909091
88,0.8264462809917363
89,0.9090909090909101
90,0.8264462809917363
91,0.7513148009015784
92,0.6830134553650713
93,0.6209213230591557
94,0.5644739300537779
95,0.5131581182307071
96,0.4665073802097337
97,0.5131581182307071
98,0.4665073802097337
99,0.42409761837248516
