Paso,Valor
0,1.0
1,0.9090909090909091
2,1.0
3,1.1
4,1.2100000000000002
5,1.1
6,1.2100000000000002
7,1.1
8,1.2100000000000002
9,1.3310000000000004
10,1.2100000000000004
11,1.1000000000000003
12,1.2100000000000004
13,1.1000000000000003
14,1.0000000000000002
15,1.1000000000000003
16,1.0000000000000002
17,0.9090909090909093
18,1.0000000000000002
19,0.9090909090909093
20,1.0000000000000002
21,0.9090909090909093
22,0.8264462809917357
23,0.7513148009015779
24,0.6830134553650707
25,0.7513148009015779
26,0.8264462809917358
27,0.9090909090909094
28,1.0000000000000004
29,0.9090909090909095
30,0.8264462809917359
31,0.7513148009015781
32,0.683013455365071
33,0.6209213230591554
34,0.683013455365071
35,0.6209213230591554
36,0.5644739300537776
37,0.5131581182307069
38,0.5644739300537777
39,0.6209213230591555
40,0.6830134553650711
41,0.7513148009015782
42,0.8264462809917361
43,0.9090909090909098
44,1.0000000000000009
45,1.100000000000001
46,1.0000000000000009
47,1.100000000000001
48,1.0000000000000009
49,1.100000000000001
50,1.210000000000001
51,1.100000000000001
52,1.0000000000000009
53,1.100000000000001
54,1.210000000000001
55,1.100000000000001
56,1.210000000000001
57,1.100000000000001
58,1.0000000000000009
59,0.9090909090909098
60,1.0000000000000009
61,0.9090909090909098
62,0.8264462809917362
63,0.7513148009015783
64,0.8264462809917362
65,0.7513148009015783
66,0.6830134553650712
67,0.6209213230591556
68,0.6830134553650712
69,0.6209213230591556
70,0.5644739300537778
71,0.513158118230707
72,0.46650738020973365
73,0.513158118230707
74,0.5644739300537778
75,0.6209213230591556
76,0.6830134553650712
77,0.7513148009015783
78,0.8264462809917362
79,0.7513148009015783
80,0.8264462809917362
81,0.7513148009015783
82,0.8264462809917362
83,0.7513148009015783
84,0.8264462809917362
85,0.7513148009015783
86,0.8264462809917362
87,0.7513148009015783
88,0.8264462809917362
89,0.7513148009015783
90,0.8264462809917362
91,0.90909090909091
92,0.8264462809917363
93,0.7513148009015784
94,0.8264462809917363
95,0.9090909090909101
96,0.8264462809917363
97,0.9090909090909101
98,1.000000000000001
99,0.9090909090909101
