Paso,Valor
0,1.0
1,0.9090909090909091
2,0.8264462809917354
3,0.9090909090909091
4,0.8264462809917354
5,0.9090909090909091
6,1.0
7,0.9090909090909091
8,0.8264462809917354
9,0.7513148009015777
10,0.6830134553650705
11,0.620921323059155
12,0.5644739300537773
13,0.5131581182307067
14,0.4665073802097333
15,0.42409761837248483
16,0.46650738020973337
17,0.5131581182307068
18,0.5644739300537776
19,0.5131581182307069
20,0.5644739300537777
21,0.5131581182307069
22,0.46650738020973354
23,0.5131581182307069
24,0.46650738020973354
25,0.424097618372485
26,0.3855432894295318
27,0.42409761837248505
28,0.4665073802097336
29,0.513158118230707
30,0.5644739300537778
31,0.6209213230591556
32,0.5644739300537778
33,0.6209213230591556
34,0.5644739300537778
35,0.6209213230591556
36,0.5644739300537778
37,0.513158118230707
38,0.46650738020973365
39,0.4240976183724851
40,0.46650738020973365
41,0.513158118230707
42,0.5644739300537778
43,0.6209213230591556
44,0.5644739300537778
45,0.513158118230707
46,0.5644739300537778
47,0.6209213230591556
48,0.5644739300537778
49,0.513158118230707
50,0.5644739300537778
51,0.6209213230591556
52,0.5644739300537778
53,0.6209213230591556
54,0.5644739300537778
55,0.6209213230591556
56,0.6830134553650712
57,0.7513148009015783
58,0.6830134553650712
59,0.7513148009015783
60,0.6830134553650712
61,0.6209213230591556
62,0.5644739300537778
63,0.6209213230591556
64,0.6830134553650712
65,0.6209213230591556
66,0.5644739300537778
67,0.513158118230707
68,0.5644739300537778
69,0.6209213230591556
70,0.5644739300537778
71,0.513158118230707
72,0.46650738020973365
73,0.4240976183724851
74,0.3855432894295319
75,0.35049389948139265
76,0.3855432894295319
77,0.35049389948139265
78,0.3855432894295319
79,0.35049389948139265
80,0.31863081771035695
81,0.2896643797366881
82,0.2633312543060801
83,0.2896643797366882
84,0.318630817710357
85,0.2896643797366882
86,0.2633312543060802
87,0.28966437973668824
88,0.31863081771035706
89,0.3504938994813928
90,0.38554328942953214
91,0.4240976183724854
92,0.38554328942953214
93,0.35049389948139287
94,0.3186308177103571
95,0.35049389948139287
96,0.3186308177103571
97,0.35049389948139287
98,0.3855432894295322
99,0.42409761837248544
