Paso,Valor
0,1.0
1,0.9090909090909091
2,1.0
3,1.1
4,1.0
5,0.9090909090909091
6,1.0
7,0.9090909090909091
8,1.0
9,1.1
10,1.2100000000000002
11,1.1
12,1.0
13,1.1
14,1.0
15,1.1
16,1.2100000000000002
17,1.3310000000000004
18,1.2100000000000004
19,1.3310000000000006
20,1.4641000000000008
21,1.610510000000001
22,1.7715610000000013
23,1.610510000000001
24,1.7715610000000013
25,1.9487171000000016
26,2.143588810000002
27,1.9487171000000019
28,2.143588810000002
29,2.3579476910000023
30,2.5937424601000028
31,2.8531167061100033
32,2.5937424601000028
33,2.3579476910000023
34,2.143588810000002
35,1.9487171000000019
36,1.7715610000000017
37,1.6105100000000014
38,1.7715610000000017
39,1.948717100000002
40,2.1435888100000025
41,2.357947691000003
42,2.1435888100000025
43,2.357947691000003
44,2.593742460100003
45,2.853116706110004
46,2.593742460100003
47,2.853116706110004
48,2.593742460100003
49,2.357947691000003
50,2.1435888100000025
51,2.357947691000003
52,2.1435888100000025
53,1.948717100000002
54,1.771561000000002
55,1.9487171000000023
56,2.143588810000003
57,1.9487171000000025
58,1.7715610000000022
59,1.6105100000000019
60,1.7715610000000022
61,1.9487171000000025
62,1.7715610000000022
63,1.6105100000000019
64,1.4641000000000017
65,1.610510000000002
66,1.464100000000002
67,1.3310000000000017
68,1.464100000000002
69,1.3310000000000017
70,1.2100000000000015
71,1.1000000000000014
72,1.0000000000000013
73,1.1000000000000016
74,1.210000000000002
75,1.1000000000000016
76,1.210000000000002
77,1.3310000000000022
78,1.210000000000002
79,1.1000000000000016
80,1.210000000000002
81,1.3310000000000022
82,1.210000000000002
83,1.1000000000000016
84,1.210000000000002
85,1.3310000000000022
86,1.4641000000000026
87,1.610510000000003
88,1.7715610000000035
89,1.948717100000004
90,2.1435888100000047
91,2.3579476910000055
92,2.5937424601000063
93,2.3579476910000055
94,2.1435888100000047
95,2.3579476910000055
96,2.5937424601000063
97,2.8531167061100073
98,2.5937424601000068
99,2.853116706110008
